,index,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
137,146,California,7928.829252,No,Basic,College,2011-01-30,Unemployed,F,0.0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize
138,147,Arizona,5011.751577,No,Basic,Bachelor,2011-01-09,Employed,F,28859.0,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize
139,148,Arizona,7988.258292,No,Extended,High School or Below,2011-02-01,Employed,F,77330.0,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize
140,149,Oregon,3885.456401,Yes,Premium,College,2011-02-28,Unemployed,M,0.0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large
141,150,Washington,2659.337982,No,Basic,Bachelor,2011-01-31,Employed,M,24495.0,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small
142,151,Washington,8564.768226,Yes,Basic,High School or Below,2011-02-17,Employed,M,95697.0,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize
143,152,Arizona,4885.162511,No,Extended,High School or Below,2011-02-12,Disabled,M,26372.0,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize
144,153,Arizona,9753.307106,No,Extended,Bachelor,2011-02-24,Medical Leave,F,17514.0,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize
145,154,California,2946.153697,No,Basic,Bachelor,2011-02-01,Employed,F,89270.0,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize
146,155,California,2581.110945,No,Basic,High School or Below,2011-02-06,Employed,M,29757.0,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small
147,156,Oregon,3517.385764,No,Extended,College,2011-01-23,Employed,M,51814.0,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize
148,157,Oregon,9743.350113,No,Extended,Bachelor,2011-01-21,Employed,F,24028.0,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small
149,158,Arizona,3873.647046,Yes,Basic,College,2011-01-20,Retired,M,28142.0,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize
150,159,Arizona,7649.28199,No,Basic,Bachelor,2011-01-06,Employed,F,52705.0,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large
151,160,California,2287.59692,No,Basic,High School or Below,2011-02-22,Unemployed,M,0.0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize
152,161,Washington,4475.424592,No,Basic,College,2011-02-27,Employed,F,84903.0,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.126827,SUV,Medsize
153,162,California,8714.922135,Yes,Basic,College,2011-02-21,Unemployed,F,0.0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
154,163,Washington,2248.449633,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910.0,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
155,164,California,7416.197322,No,Extended,Bachelor,2011-02-22,Unemployed,M,0.0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize
156,165,Oregon,7771.158973,No,Basic,Master,2011-02-21,Medical Leave,M,21876.0,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small
157,166,California,6968.3419,No,Basic,Bachelor,2011-01-10,Unemployed,F,0.0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small
158,167,California,4250.282624,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0.0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
159,168,Oregon,19776.56654,No,Extended,High School or Below,2011-01-16,Employed,F,70699.0,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.813837,Four-Door Car,Medsize
160,169,California,21343.46599,No,Basic,High School or Below,2011-01-06,Unemployed,F,0.0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize
161,170,California,2413.139714,No,Basic,College,2011-01-27,Medical Leave,M,27501.0,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize
162,171,Oregon,15363.84716,No,Premium,Doctor,2011-01-15,Disabled,F,15897.0,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize
163,172,Nevada,8456.961887,No,Basic,College,2011-01-09,Employed,F,25141.0,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize
164,173,Nevada,2189.642522,No,Basic,College,2011-01-28,Unemployed,F,0.0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
165,174,California,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066.0,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
166,175,California,4639.981638,No,Basic,Bachelor,2011-01-04,Employed,F,28358.0,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize
167,176,Washington,4465.335703,No,Basic,College,2011-02-01,Employed,F,61846.0,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize
168,177,Arizona,5968.118877,No,Basic,Bachelor,2011-01-27,Employed,F,90972.0,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize
169,178,Washington,5097.763337,No,Basic,College,2011-02-14,Unemployed,F,0.0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize
170,179,California,4076.634665,No,Basic,Bachelor,2011-01-23,Employed,F,29549.0,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small
171,180,California,12252.60179,No,Premium,Bachelor,2011-02-18,Unemployed,F,0.0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize
172,181,Nevada,16936.27147,No,Extended,Bachelor,2011-01-24,Employed,F,39411.0,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize
173,182,Oregon,4892.435461,No,Basic,High School or Below,2011-02-18,Employed,M,21709.0,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large
174,183,Nevada,9942.304791,No,Extended,Bachelor,2011-01-19,Employed,M,67890.0,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small
175,184,California,3735.838129,No,Basic,Bachelor,2011-01-04,Unemployed,M,0.0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize
176,185,California,13117.52215,No,Basic,High School or Below,2011-02-07,Employed,F,84311.0,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small
177,186,California,4574.524094,No,Basic,College,2011-01-30,Employed,F,99316.0,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize
178,187,Arizona,5470.060561,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507.0,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize
179,188,California,2978.84601,No,Extended,Bachelor,2011-01-13,Employed,F,64586.0,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize
180,189,Oregon,6410.967544,No,Extended,College,2011-02-08,Employed,M,61709.0,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize
181,190,California,4479.023088,No,Basic,Master,2011-01-29,Employed,M,94656.0,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize
182,191,California,2383.731879,No,Basic,High School or Below,2011-02-05,Unemployed,F,0.0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small
183,192,California,2764.493659,No,Basic,Bachelor,2011-01-20,Employed,M,61085.0,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize
184,193,Oregon,7920.105377,No,Basic,Bachelor,2011-01-27,Employed,F,89284.0,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small
185,194,Arizona,6889.097981,No,Basic,High School or Below,2011-01-09,Unemployed,F,0.0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small
186,195,Washington,3274.194616,No,Extended,Bachelor,2011-01-11,Employed,F,31686.0,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small
187,197,Oregon,2521.555686,No,Basic,Bachelor,2011-02-16,Employed,M,53703.0,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize
188,198,Washington,23706.11337,No,Extended,High School or Below,2011-02-10,Unemployed,F,0.0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize
189,199,California,6047.02516,Yes,Extended,College,2011-02-19,Employed,M,20396.0,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize
190,200,California,11140.30248,No,Premium,Master,2011-01-21,Disabled,F,27679.0,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,Medsize
191,201,Nevada,4334.064096,Yes,Extended,Bachelor,2011-02-27,Retired,F,23904.0,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
192,202,Arizona,2799.74791,No,Basic,High School or Below,2011-02-04,Employed,F,65351.0,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize
193,203,California,7923.136624,No,Basic,College,2011-01-18,Unemployed,M,0.0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,1124.427734,SUV,Medsize
194,204,California,3688.110888,No,Basic,High School or Below,2011-02-03,Unemployed,M,0.0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize
195,205,California,12067.45599,No,Basic,College,2011-01-02,Unemployed,M,0.0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize
196,206,California,2924.976721,No,Basic,College,2011-01-09,Employed,F,64459.0,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize
197,207,California,15014.0927,No,Premium,College,2011-01-19,Employed,M,32961.0,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small
198,208,Oregon,9277.233839,No,Basic,High School or Below,2011-01-11,Employed,F,71416.0,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize
199,209,Washington,6274.123875,No,Extended,Bachelor,2011-01-31,Employed,F,68964.0,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize
200,210,California,3886.647414,No,Extended,High School or Below,2011-01-11,Employed,M,78108.0,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
201,211,California,4386.277558,Yes,Basic,College,2011-02-11,Retired,M,10621.0,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
202,212,Washington,11365.26766,No,Extended,College,2011-01-22,Employed,M,84910.0,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small
203,213,California,5610.96434,No,Basic,High School or Below,2011-02-24,Employed,F,77493.0,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize
204,214,Arizona,2912.892035,No,Basic,College,2011-02-28,Employed,M,81097.0,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small
205,215,Oregon,6915.729915,No,Extended,College,2011-01-25,Employed,F,96610.0,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large
206,216,Oregon,6262.663307,No,Premium,College,2011-02-26,Employed,M,30110.0,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small
207,217,Oregon,6503.397049,Yes,Extended,High School or Below,2011-02-19,Disabled,F,22081.0,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small
208,218,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0.0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize
209,219,California,2929.916512,No,Basic,College,2011-01-02,Employed,M,98473.0,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize
210,220,Oregon,5969.55297,No,Basic,Bachelor,2011-01-26,Employed,F,97431.0,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize
211,221,California,5473.15987,No,Basic,Bachelor,2011-02-02,Employed,M,93870.0,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
212,222,Nevada,5645.396665,No,Basic,High School or Below,2011-02-27,Employed,M,50366.0,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small
213,223,Washington,6369.262355,Yes,Extended,High School or Below,2011-01-20,Employed,M,34498.0,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small
214,224,Oregon,11833.76732,No,Basic,College,2011-01-17,Disabled,F,16552.0,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small
215,225,Oregon,6121.107929,No,Extended,College,2011-01-17,Employed,F,26787.0,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize
216,226,Nevada,5159.369746,No,Basic,College,2011-02-24,Unemployed,M,0.0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize
217,227,Nevada,2514.59196,Yes,Basic,High School or Below,2011-02-14,Employed,F,43860.0,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize
218,228,Arizona,8668.611261,No,Basic,High School or Below,2011-02-20,Employed,M,21474.0,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small
219,229,California,4960.965384,No,Basic,Bachelor,2011-02-19,Disabled,M,18174.0,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small
220,230,Arizona,5504.139033,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0.0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize
221,231,Arizona,7507.455372,Yes,Basic,College,2011-02-06,Employed,M,60920.0,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize
222,233,Oregon,5657.031588,No,Premium,Bachelor,2011-02-01,Unemployed,F,0.0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small
223,234,Arizona,5061.757902,No,Basic,High School or Below,2011-02-23,Unemployed,M,0.0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
224,235,California,5912.783829,No,Basic,Bachelor,2011-01-11,Employed,M,72208.0,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small
225,236,California,15182.27975,No,Basic,Bachelor,2011-02-10,Employed,F,53863.0,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large
226,237,Washington,10747.03094,No,Extended,College,2011-02-25,Employed,M,66446.0,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large
227,238,Washington,2050.623512,No,Basic,College,2011-02-16,Unemployed,M,0.0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
228,239,Washington,2465.444865,No,Basic,Bachelor,2011-01-30,Employed,F,64997.0,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small
229,240,Nevada,5343.121327,No,Basic,High School or Below,2011-02-11,Employed,F,64460.0,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small
230,241,Arizona,8119.829071,No,Basic,College,2011-01-14,Employed,F,46618.0,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large
231,242,Oregon,4605.265164,No,Basic,College,2011-02-14,Unemployed,F,0.0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
232,243,California,6408.785577,No,Extended,College,2011-02-03,Employed,M,49988.0,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large
233,244,California,2376.533508,No,Extended,College,2011-01-31,Unemployed,F,0.0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize
234,245,California,3211.070017,No,Extended,Bachelor,2011-02-15,Disabled,M,16269.0,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize
235,246,Arizona,5094.522262,No,Basic,Bachelor,2011-02-27,Employed,F,72006.0,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize
236,249,California,8044.73072,No,Basic,Master,2011-01-25,Employed,M,44320.0,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
237,250,Arizona,4001.519098,No,Premium,High School or Below,2011-02-02,Retired,F,19782.0,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize
238,251,Nevada,16706.11699,No,Basic,Bachelor,2011-02-09,Employed,F,63933.0,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize
239,252,Arizona,8544.411077,No,Basic,Doctor,2011-02-28,Employed,M,28224.0,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
240,253,Washington,7805.31287,Yes,Basic,College,2011-01-27,Retired,F,21073.0,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small
241,254,Oregon,6112.756868,No,Extended,Bachelor,2011-02-19,Employed,M,63243.0,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,Large
242,255,Nevada,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993.0,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
243,256,Oregon,10979.09559,No,Extended,Bachelor,2011-02-14,Employed,F,94827.0,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize
244,257,California,5004.263818,No,Basic,Master,2011-01-30,Employed,F,39161.0,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small
245,258,Washington,13223.04379,No,Extended,Bachelor,2011-02-09,Employed,M,37534.0,Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize
246,259,Oregon,2623.31543,No,Basic,Bachelor,2011-02-06,Employed,F,80210.0,Rural,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.543176,Four-Door Car,Medsize
247,260,California,17840.19555,No,Basic,Bachelor,2011-02-23,Unemployed,M,0.0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.115437,Four-Door Car,Small
248,261,California,5106.111827,No,Basic,College,2011-02-22,Employed,F,30110.0,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,Medsize
249,262,Arizona,17930.60451,No,Basic,College,2011-01-16,Medical Leave,F,21708.0,Suburban,Divorced,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize
250,263,Arizona,5457.342569,No,Basic,High School or Below,2011-02-02,Employed,M,94731.0,Suburban,Married,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Medsize
251,264,California,6563.644143,No,Extended,Bachelor,2011-02-22,Employed,M,32375.0,Suburban,Married,83,17,83,0,6,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Small
252,265,Oregon,4812.525221,No,Basic,College,2011-01-03,Medical Leave,M,16531.0,Rural,Married,63,0,40,0,4,Corporate Auto,Corporate L1,Offer1,Web,102.879769,Four-Door Car,Medsize
